user_name,user_unique_key,number_of_stars,book_unique_key,review_text
Ben,https://www.goodreads.com/user/show/46231030-ben,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Thanks to NetGalley and the publisher of the book. Although the book is only 236 pages, it is still bloated. This should have been a 50-60 short story at most. The author constantly overwrites scenes that needn't be. It took 6 pages just for the couple to be invited into the house. The author goes on for one entire page listing food items that a character purchased. Is this really necessary? He describes scenes that have no bearing on the story whatsoever. These scenes could be totally deleted a"
Dennis,https://www.goodreads.com/user/show/67496521-dennis,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Leave the World Behind is one of my most anticipated reads of 2020. I've never read anything by Rumaan Alam before, but I've heard great things about his previous releases so I definitely was intrigued by this upcoming suspense/mystery novel.

Leave the World Behind takes place on Long Island and focuses on two families coping together during a time of crisis. When Amanda, her husband Clay, and their two children Archie and Rose go on a vacation out east on Long Island; the family is exci"
Monica ,https://www.goodreads.com/user/show/102351361-monica,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I’ll let you know up front that this review won’t do the book justice.

Leave the World Behind is a gripping work that deserves a15 to 20-page, organized, cohesive and astute analysis, one that demonstrates an adeptness at close reading and argues from a basic grasp of poststructuralism and critical race theory.

I’m not up to the task at the moment, unfortunately.

Right now, I’ll simply remark that it functions as an extended metaphor for and argument concerning the current state of things, the"
Lisa,https://www.goodreads.com/user/show/8051792-lisa,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"[3.5] This novel, about a family vacationing in a remote AirBnB house, is about fear of the unknown. Alam captures that experience very, very well. I expect I will remember this novel in my nightmares.

My problem with Leave the World Behind is that Amanda and Clay's responses feel like a case study. Alam examines them with a clinical detachment - describing their belongings and actions and motivations with effortful, overworked prose. Too often I was distracted from the flow of the novel by imagi"
Andi,https://www.goodreads.com/user/show/1339848-andi,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,What the fuck did I pay money to read.
Maximilian Birner,https://www.goodreads.com/user/show/75801211-maximilian-birner,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Did anyone else get A24 vibes from reading this? I definitely feel like they could make this a very artistic and visually pleasing movie if it gets adapted.

You know it's a little bit suspicious when Leave the World Behind is more unsettling than all of the horror books you've read this year. Unlike True Story, I do feel pretty confident labeling Leave The World Behind as genre-bending. Because I'm not sure what I read at all! Was it literary, horror, suspense, contemporary... not sure!

Probably t"
Faith,https://www.goodreads.com/user/show/17430801-faith,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"A white family on vacation in a luxurious rented house on Long Island is surprised when an older African American couple comes to the door one night. The visitors claim to be the owners of the house and they are looking for refuge after a black out has struck the East Coast. There is no phone or internet service, but at least the electricity still works.

The blurb for this book says that the novel is “keenly attuned to the complexities of parenthood, race and class”. I suppose that the publisher"
Kristi,https://www.goodreads.com/user/show/4387706-kristi,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Amanda and Clay are vacationing in Long Island with their two teenage children, it’s a beautiful rented home, remote and isolated; a perfect escape from their normally busy lives in NYC. When the owners of the home, G.H. and Ruth arrive one night to tell them there’s a black-out in the city, and want to stay in their own home to ride it out, both couples learn there’s more to others than meets the eye.

LtWB is one of the most suspenseful engrossing audiobooks I’ve listened to this year. The feeli"
Andreas,https://www.goodreads.com/user/show/41449270-andreas,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"An interesting and provocative plot wasted over nonsensical, absurd writing. I could probably write a proper review, but I could also just copy-paste Merriam Webster’s definition of “pretentious” and call it a day (fret not though, for I shall provide you with evidence further down):


1: characterized by pretension: such as
a: making usually unjustified or excessive claims (as of value or standing)

b: expressive of affected, unwarranted, or exaggerated importance, worth, or stature



So, the aforemen"
Regina,https://www.goodreads.com/user/show/34183387-regina,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Read this book if you like:
- Very unique spins on tired tropes (end of the world)
- Read with Jenna (Today Show) book club selections
- Words you have to look up
- National Book Award finalists
- Descriptions of bodily fluids, sex and random nudity
- Short novels already being adapted into Netflix films starring Julia Roberts and Denzel Washington
- Pretentious prose
- Publishers Weekly starred reviews
- Very detailed lists that seem irrelevant but aren't

Skip this book if you like:
- Endings"
BookOfCinz,https://www.goodreads.com/user/show/9750143-bookofcinz,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I finished this book and I all I think is WTH did I just read?! Did I miss something because I didn’t get “it”

Leave The World Behind follows this white middle class family that is vacationing at a remote Airbnb on Long Island. The family consists of Amanda, Clay and their teenage children. Amanda works in advertising and her husband Clay is an academic who writes for the NY Times. On the second night of their vacation, after putting the teens to sleep they hear a knock on the door, it is an"
Tara Rock,https://www.goodreads.com/user/show/39015588-tara-rock,2,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I was disappointed as this book was not for me. I would title it ""Leave the Book Behind."" I enjoyed the promised concept; the first few chapters and the last few chapters. Everything in between, in my opinion, was merely filler and the writing style didn't help."
Matthew,https://www.goodreads.com/user/show/20910065-matthew,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"It’s fitting I should start a book about a family going on vacation the moment my own embarks on a trip away from home. After all, regardless of what I am reading I’m constantly seeking relatability in some way, shape or form. Sometimes it’s a loose connection, if not a far-fetched one. Other times, such as the case with Leave the World Behind, Rumaan Alam’s National Book Award finalist, it’s a little more on the nose.

And by ""a little more on the nose"" I mean that on a surface level. For I was"
Sometimes.She.Reads(Heartsfullofreads),https://www.goodreads.com/user/show/14090427-sometimes-she-reads-heartsfullofreads,2,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"**2.5 stars**

This is the perfect time to read a suspense about the world ending. I didn't get much suspense. This read more like a literary fiction.

I didn't love any of the characters, I didn't like that we never really know what is happening, and there were weird sentences throughout.

'He dipped a finger into his semen like a quill into ink. He wrote phantom letters on her belly.' Why?

This one just wasn't for me."
Nadine,https://www.goodreads.com/user/show/1649884-nadine,0,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"DNF 20% in. I like the plot/concept, but this book is so overwritten I just couldn't keep going. I love descriptive, metaphorical language as much as the next reader, but it needs to be sprinkled, not slathered. Here's an example of way too much of a good thing - a description of a drive through Long Island:
The towns were either blue collar and full of Central Americans or prosperous and populated by the white demimonde of plumbers and interior designers and real estate brokers. The actual rich"
Bandit,https://www.goodreads.com/user/show/4528663-bandit,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"This novel had me at a blackout. An event that on a right (very wrong) scale can seem positively apocalyptic and a good apocalypse is fun to enjoy so long as it remains fictional. So that’s why I requested it on Netgalley, but then I forgot the plot summary by the time I went to read it. Often a good thing, but this time the novel had me seriously reconsidering selecting it for the first 11% or so, the three page grocery list alone was a perfect epitome of how much the writing didn’t work for me"
James,https://www.goodreads.com/user/show/116820094-james,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"3.5 stars — The title is taken from the AirBNB description for a remote Long Island home chosen by Clay and Amanda, a white, middle-aged couple, for a much-needed family vacation with their two teenage kids. Their peaceful escape from hectic life in the city is disturbed by a sudden knock on the door late one night. On their doorstep is an older Black couple claiming to be the owners of the house where they're staying, seeking shelter and safety from a citywide blackout in Manhattan.

Now as a fr"
Melissa,https://www.goodreads.com/user/show/287912-melissa,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I received a copy of this from Netgalley in exchange for a review.

It's difficult to spend time in the heads of parents Clay and Amanda, airbnb-ing in a fancy, isolated house in upstate New York with their two children; they're vapid, well-off white people, and when Ruth and G.H., the black couple who own the house, show up unexpectedly one night, they turn out to be reflexively racist as well. There's been a power outage in the city and Ruth and G.H. are weirded out by it enough that they've co"
Ari Levine,https://www.goodreads.com/user/show/56145680-ari-levine,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Couldn't stop reading this until very late, seeking plot resolution and exposition/explanation. Think of a treatment for a lesser late-season Black Mirror episode or straight-to-Netflix drama: a thriller setup with literary pretensions, building suspense through ambient anxiety with six people trapped together in a high-end Long Island AirBnB. Works best at illustrating the gradual descent of wealthy entitled New Yorkers into an (admirably) under-explained apocalypse that has ended technological"
Lou,https://www.goodreads.com/user/show/45941903-lou,5,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Leave the World Behind is a tense, riveting and claustrophobic exploration of privilege, race, class, fate, family, hatred and division and one of the starkest and most terrifyingly prescient stories I have read over the past few years. It's a deceptively simple tale but one that certainly succeeds at putting you on edge and getting both under your skin and into your psyche. It soon reveals its multilayered nature where, like a set of Russian Matryoshka dolls, each layer removed reveals another"
Kerry,https://www.goodreads.com/user/show/2592286-kerry,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"When the world falls apart what do you do? How would you react? A tight intense story of a normal NYC family on vacation at a luxury house on Long Island when slowly they are forced to cope with usual events with no communication devices. Suddenly without internet, tv, radio or phone service they can only speculate. The Black couple who own the country house show up due to the city wide black out that mysteriously suddenly occurred in New York city and requests to stay in the in-law apartment do"
Chad,https://www.goodreads.com/user/show/7166616-chad,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"God, this was awful! I normally would have steered clear of a massively hyped novel such as this, but I figured I would put in a library hold and give it a shot. My hold came in right after finishing Wolf Hall, and my brain was ready for a lighter, contemporary read. And to be fair, the first third of the story was decent. Yes, the writing is overstuffed and the sexual metaphors are truly jarring (I was reminded of Severance by Ling Ma, another book I wasn't a fan of), but I was getting into the"
Samis,https://www.goodreads.com/user/show/18121497-samis,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I started this 20 minutes ago, but it is either going to the trash, bonfire, or goodwill-I’ll decide eventually.

It took 12 pages for me to decide to stop, that is a personal record. I really think the author needs to put down the thesaurus and use some short and simple prose to get to the point-and avoid the eye roll that I swear went to the back of my head . To close this short and rather petty review, who really cares what the mother bought at the grocery (oh ta-ta, how fancy of you to say it"
Brittany (bookthingswithbrittany),https://www.goodreads.com/user/show/104366207-brittany-bookthingswithbrittany,2,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,I’m just..... confused?
Elizabeth,https://www.goodreads.com/user/show/5010631-elizabeth,2,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"There is a very VERY specific audience for this book but it just isn't me! It is well written, I could see this turn in to a movie. It almost read like a screenplay. And there were eery moments that kept me turning the page. But the need to go into great detail about every bodily fluid/function and a very disappointing ending left me wishing I could get the hours I read this book back. Also the book was described as a book about race, but I didn't really see how that came into play other than on"
Barbara Schultz,https://www.goodreads.com/user/show/25152946-barbara-schultz,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"(3.5 rounded up)
Seinfeld Meets Twilight Zone
Amanda, Clay, and their teenagers Archie and Rose are vacationing in an Airbnb home in a remote area in the Hampton, when late at night there is a knock on the door from the owners. They are older and in a panic as there is a blackout in Manhattan and they decided to leave and drive to their vacation rental home for shelter. At first Amanda and Clay are fearful that they were going to be kicked out. G. H. and Ruth assured them they weren’t going ask"
Judith E,https://www.goodreads.com/user/show/4957858-judith-e,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"A third of the way in, I had to force myself not to peek at reviews because the suspense was killing me. So many questions, so many puzzles. Mr. Alam has created an ingenious, spooky “vacation” where 6 people are forced together due to unforeseen circumstances.

Short sentences and character studies are reminiscent of Agatha Christie, but the similarities end there. Freaky, unexplainable things start to occur, the physics of our world seems changed, and the character’s reactions to this crisis ar"
Alex,https://www.goodreads.com/user/show/8882313-alex,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"You would think that in a world being devoured by a virus, with climate change looming over us, and the rise of nihilistic political forces presenting a bleak future, choosing to pick up another book about apocalyptic events is a bad idea. You would be wrong.

A young family rents a vacation home outside of New York only to have the home's owners show up the first night to let them know something has gone wrong in the city. The television signal is down, the internet silent, the two families not q"
emily • emilybookedup,https://www.goodreads.com/user/show/56259255-emily-emilybookedup,0,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,Trying to digest what I just read 😂🤨😱😅
Callum McLaughlin,https://www.goodreads.com/user/show/25777210-callum-mclaughlin,5,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Asking critical questions about trust, family and power, Leave the World Behind is a masterclass in delayed tension, as two families seek to overcome their differences and survive what may be the end of days.

Amanda, Clay and their two teenage children have rented a remote vacation home in Long Island to escape the stresses of daily life. In the dead of night, the spell is broken by a knock at the door. It heralds the arrival of Ruth and G.H., an older Black couple who claim to own the property."
Katie Long,https://www.goodreads.com/user/show/46311769-katie-long,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"This is another that I may have rated higher if I was in a better mental space for it. Alam creates a sense of claustrophobic tension and impending doom that does not let up. The reader is dropped a few more hints about what is going on outside this vacation home, but for the most part, we experience the fear and and confusion right along with the families. The way that Alam addresses race and class issues, while important to the story, often feel clunky or obvious. There are also several oddly"
Kasa Cotugno,https://www.goodreads.com/user/show/2345554-kasa-cotugno,4,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I needed a palate cleanser, and this fit the bill."
Jennifer Robinson,https://www.goodreads.com/user/show/121347338-jennifer-robinson,3,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"Well this is going to be a tough review to write. First of all, I know I'm in the minority as so many people loved it. I was just left really torn. Second, I want to try not to spoil any of the plot for anyone. Since I am torn, I think that's how I'll try to explain my review. These aren't 3 stars due to ambivalence, the 3 stars are because I loved some things and was disappointed by others.

So.. things I loved:
The discomfort
ok, so I will make a list.. but can I just say, that is the 5 star momen"
Kandice,https://www.goodreads.com/user/show/1396160-kandice,5,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I received a Book of the Month subscription for Christmas last year. I have dutifully chosen a title each month, no skips, gleeful in the idea that I will be reading something new and contemporary (I tend to read older books for the most part) and that others, hopefully others with taste, have culled what's on offer and presented me with only the best possible choices. This was one of those. It's my October book. I've made it a point not to read reviews about these choices, and sometimes not eve"
SimitudeSims,https://www.goodreads.com/user/show/21685747-simitudesims,2,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"I was not very happy with this book. The premise was very interesting, but the descriptions and the situations were coarse. It kept shocking me. The story didn't really develop or go anywhere. I'm not sure if he's expecting to write a book number two with the way it ended, but Im not sure if I'd give it another try."
Alexander Christian,https://www.goodreads.com/user/show/54106687-alexander-christian,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,Leave this Book Behind
Stephanie,https://www.goodreads.com/user/show/90691739-stephanie,1,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"This is another example of me falling for a hyped book. I hated this book! The writing style, the descriptions of sex and masturbation, the unanswered questions. No actual answer as to what caused the power outage and made the big noises. Why did teeth fall out??? Just vague discussion of government and planes? Come on .. I liked the concept of the terrifying unknown when the power goes out but the execution of the premise and reason for it .. just no!!"
Drew,https://www.goodreads.com/user/show/3679784-drew,5,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,"5+ out of 5.
Brilliant, like a meteor that might just incinerate us all. A white Brooklyn family of four rents an AirBnB out on Long Island for a week... only to have their vacation interrupted by the older Black couple who own the place, showing up and talking about some kind of blackout striking the whole East Coast. Tensions are simmering and like a frog in a pot, the heat keeps going up and it is hard to notice until the whole thing is boiling over -- and not the inter-couple dynamics, but t"
